epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
146,3078.74,1.11541,1.38402,1.54554,0.19278,0.36,0.26229,0.16566,1.14929,3.24496,2.14198,0.0085645,0.0085645,0.0085645
147,3099.61,1.11685,1.42423,1.54563,0.34059,0.31146,0.3169,0.2034,1.16926,3.14548,2.07699,0.0085546,0.0085546,0.0085546
148,3120.35,1.09786,1.37061,1.53672,0.27322,0.28583,0.24383,0.14778,1.30382,3.92653,2.21149,0.0085447,0.0085447,0.0085447
149,3141.25,1.14474,1.42137,1.58942,0.40454,0.29283,0.30213,0.19522,1.32293,3.50168,2.20037,0.0085348,0.0085348,0.0085348
150,3162.11,1.10534,1.37244,1.55516,0.3736,0.25333,0.29461,0.18848,1.30516,3.6294,2.26052,0.0085249,0.0085249,0.0085249
151,3182.92,1.0869,1.37319,1.5432,0.3418,0.30498,0.30034,0.18811,1.22658,2.86197,2.14098,0.008515,0.008515,0.008515
152,3203.77,1.10808,1.31959,1.5456,0.2258,0.37333,0.29098,0.18865,1.22526,2.63429,2.11116,0.0085051,0.0085051,0.0085051
153,3224.7,1.11672,1.36183,1.5424,0.23581,0.34326,0.28012,0.18645,1.29622,3.24087,2.26339,0.0084952,0.0084952,0.0084952
154,3245.49,1.1216,1.35967,1.55683,0.34146,0.2491,0.21593,0.14621,1.2912,3.18036,2.20209,0.0084853,0.0084853,0.0084853
155,3266.34,1.10492,1.35494,1.54202,0.32331,0.2549,0.22535,0.15538,1.2042,3.63743,2.11854,0.0084754,0.0084754,0.0084754
156,3287.18,1.11762,1.35052,1.55885,0.3637,0.27102,0.27054,0.17069,1.32339,3.51256,2.21252,0.0084655,0.0084655,0.0084655
157,3308,1.09659,1.35644,1.53304,0.22115,0.28531,0.26303,0.18393,1.18725,3.0652,2.18387,0.0084556,0.0084556,0.0084556
158,3328.86,1.097,1.39724,1.5393,0.32713,0.3186,0.31771,0.20908,1.19213,3.19401,2.07337,0.0084457,0.0084457,0.0084457
159,3349.69,1.13602,1.35213,1.55451,0.32296,0.30971,0.31728,0.19855,1.21776,2.52986,2.11352,0.0084358,0.0084358,0.0084358
160,3370.88,1.09168,1.37869,1.52681,0.34636,0.27122,0.27587,0.18653,1.18755,3.41446,2.04196,0.0084259,0.0084259,0.0084259
161,3391.69,1.10768,1.36849,1.55798,0.32745,0.29603,0.26531,0.15163,1.33371,3.32718,2.22051,0.008416,0.008416,0.008416
162,3412.58,1.11318,1.34735,1.54482,0.31978,0.26667,0.25107,0.16074,1.22014,3.23682,2.12011,0.0084061,0.0084061,0.0084061
163,3433.53,1.07871,1.29417,1.5257,0.20036,0.30667,0.22925,0.16065,1.36548,3.15381,2.31961,0.0083962,0.0083962,0.0083962
164,3454.36,1.08059,1.30121,1.52825,0.3341,0.26667,0.26179,0.1746,1.2009,3.0772,2.15825,0.0083863,0.0083863,0.0083863
165,3475.16,1.08986,1.32214,1.52336,0.25475,0.33333,0.26687,0.18265,1.24098,2.96302,2.20938,0.0083764,0.0083764,0.0083764
166,3495.94,1.08436,1.30265,1.5596,0.2306,0.29424,0.26346,0.17376,1.25473,2.98445,2.24619,0.0083665,0.0083665,0.0083665
167,3516.83,1.10819,1.33155,1.54262,0.34756,0.26849,0.28131,0.20358,1.18605,2.89823,2.07573,0.0083566,0.0083566,0.0083566
168,3537.75,1.07454,1.24006,1.51315,0.2001,0.33704,0.22482,0.13532,1.41108,3.97405,2.29729,0.0083467,0.0083467,0.0083467
169,3558.59,1.10208,1.3328,1.5253,0.22067,0.29686,0.24964,0.17131,1.13626,3.70395,2.04655,0.0083368,0.0083368,0.0083368
170,3579.38,1.10383,1.34784,1.54938,0.25889,0.30625,0.2727,0.17499,1.20662,3.29956,2.11597,0.0083269,0.0083269,0.0083269
171,3600.33,1.08568,1.28594,1.51841,0.28849,0.31961,0.28536,0.20291,1.19752,3.18354,2.13513,0.008317,0.008317,0.008317
172,3621.14,1.07336,1.28748,1.52194,0.27226,0.29835,0.30398,0.20162,1.24366,3.08325,2.07338,0.0083071,0.0083071,0.0083071
173,3642.13,1.08721,1.27986,1.51227,0.25484,0.34523,0.28402,0.19031,1.20093,2.50148,2.12997,0.0082972,0.0082972,0.0082972
174,3662.96,1.0761,1.29744,1.51774,0.30434,0.28007,0.28356,0.19896,1.24892,3.12916,2.15877,0.0082873,0.0082873,0.0082873
175,3683.78,1.10107,1.30724,1.5389,0.31699,0.30559,0.27828,0.20306,1.19882,2.30687,2.17117,0.0082774,0.0082774,0.0082774
176,3704.65,1.06559,1.29062,1.50868,0.24877,0.38667,0.29168,0.19624,1.15005,2.98382,2.11744,0.0082675,0.0082675,0.0082675
177,3725.57,1.07455,1.23183,1.52368,0.27575,0.30549,0.29442,0.19937,1.11687,3.46212,2.06249,0.0082576,0.0082576,0.0082576
178,3746.44,1.06318,1.22948,1.51134,0.26556,0.28574,0.26868,0.18957,1.23578,3.79057,2.18507,0.0082477,0.0082477,0.0082477
179,3767.31,1.07869,1.262,1.52375,0.35635,0.25286,0.28524,0.18318,1.13863,3.21869,2.07383,0.0082378,0.0082378,0.0082378
180,3788.17,1.05173,1.26439,1.51409,0.32029,0.27744,0.28184,0.17789,1.16271,2.74605,2.09087,0.0082279,0.0082279,0.0082279
181,3809.01,1.07005,1.26458,1.50406,0.23919,0.26707,0.27054,0.17792,1.14233,3.43369,2.07388,0.008218,0.008218,0.008218
