Фактор,Кодированный коэффициент
R1,-0.014347267144124185
R2,-0.026988023791902842
R3,-0.22598726178811457
C1,0.0003338794378763277
L1,0.5425691895895285
R1*R2,-0.00349981515720091
R1*R3,0.005892266856100777
R1*C1,0.0009264682873315021
R1*L1,-0.006271160342713963
R2*R3,0.009553205312426089
R2*C1,0.0013884604899063267
R2*L1,-0.013844221010693112
R3*C1,0.001826684322246419
R3*L1,-0.11253091398652826
C1*L1,-0.0007173533563735041
b0,1.5369511586669442
