Factors,Predicted,True,Error
"{'R1': 59.013752811193484, 'R2': 21.455493365839672, 'R3': 66.73316447106026, 'C1': 0.0010633706337593832, 'L1': 0.05787639467825635}",1.1727165923131966,0.701804395619966,0.4709121966932306
"{'R1': 52.20352488513815, 'R2': 27.016334664617755, 'R3': 81.12239945133724, 'C1': 0.0009553994583950383, 'L1': 0.12189075148069836}",1.7418536847132382,1.2321486986203731,0.5097049860928651
"{'R1': 55.15134883323312, 'R2': 23.642852798062428, 'R3': 76.57565457862908, 'C1': 0.0013473097359439756, 'L1': 0.09959274668463512}",1.571500243467591,1.0694606557361759,0.5020395877314152
"{'R1': 51.80381492535092, 'R2': 25.15067341876875, 'R3': 98.57193204519209, 'C1': 0.0010445067889609907, 'L1': 0.05455172681684005}",0.9284053919914772,0.47229816301734395,0.45610722897413325
"{'R1': 41.907208427091234, 'R2': 29.344925991621125, 'R3': 70.59386066338288, 'C1': 0.0013038586710906995, 'L1': 0.1358741867644109}",2.0541049333823698,1.5466050744121027,0.5074998589702671
