epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
159,1314.63,0.99218,0.85387,1.50637,0.66132,0.91869,0.79261,0.5217,1.4168,0.86759,2.34412,0.0084358,0.0084358,0.0084358
160,1322.69,0.98334,0.92602,1.50637,0.77148,0.8,0.78439,0.50884,1.47385,0.74514,2.51443,0.0084259,0.0084259,0.0084259
161,1330.73,0.97499,0.93611,1.51808,0.6695,0.73333,0.7429,0.53774,1.33157,1.00087,2.22085,0.008416,0.008416,0.008416
162,1338.88,0.98386,0.89433,1.50121,0.73021,0.8,0.80097,0.48584,1.43465,0.95575,2.38777,0.0084061,0.0084061,0.0084061
163,1347.03,0.98808,0.87449,1.51329,0.64843,0.66667,0.67355,0.5017,1.6018,0.99525,2.71012,0.0083962,0.0083962,0.0083962
164,1355.11,0.99634,0.83924,1.53609,0.70239,0.65434,0.65093,0.47073,1.55094,0.90651,2.51621,0.0083863,0.0083863,0.0083863
165,1363.21,0.96734,0.83612,1.50353,0.87474,0.8,0.86242,0.57385,1.43027,0.7742,2.36535,0.0083764,0.0083764,0.0083764
166,1371.35,0.95753,0.82254,1.49708,0.80583,0.86667,0.84628,0.51802,1.4918,0.85064,2.57033,0.0083665,0.0083665,0.0083665
167,1379.42,0.99957,0.83585,1.52544,0.7333,0.84099,0.78455,0.46035,1.38976,0.91336,2.36233,0.0083566,0.0083566,0.0083566
168,1387.53,0.97212,0.83063,1.50735,0.81339,0.86667,0.94024,0.48593,1.46818,0.85825,2.29901,0.0083467,0.0083467,0.0083467
169,1395.73,0.9771,0.87985,1.51216,0.88466,0.71662,0.79635,0.52884,1.47745,0.93282,2.30063,0.0083368,0.0083368,0.0083368
170,1403.83,0.964,0.84104,1.52237,0.58544,0.76916,0.72889,0.51591,1.40636,0.99824,2.38174,0.0083269,0.0083269,0.0083269
171,1411.93,0.99567,0.86295,1.52063,0.6708,0.73333,0.77847,0.49785,1.48563,0.89169,2.31027,0.008317,0.008317,0.008317
172,1420.02,0.96185,0.80333,1.49564,0.82147,0.64309,0.80813,0.59158,1.26599,1.0031,2.21148,0.0083071,0.0083071,0.0083071
173,1428.13,0.98306,0.85342,1.49192,0.79047,0.65219,0.77326,0.54485,1.32905,1.00512,2.27891,0.0082972,0.0082972,0.0082972
174,1436.23,0.99568,0.8641,1.52511,0.7548,0.7212,0.76997,0.4811,1.29684,0.97119,2.16394,0.0082873,0.0082873,0.0082873
175,1444.35,1.01578,0.89151,1.52991,0.786,0.8,0.79776,0.48931,1.33182,0.87362,2.25947,0.0082774,0.0082774,0.0082774
176,1452.5,0.94187,0.84289,1.49837,0.88434,0.85365,0.88208,0.56049,1.26989,0.77683,2.2369,0.0082675,0.0082675,0.0082675
177,1460.65,0.97646,0.84113,1.49667,0.7746,0.8,0.78672,0.49494,1.44151,0.72308,2.38951,0.0082576,0.0082576,0.0082576
178,1468.72,0.9572,0.81591,1.48802,0.6984,0.73333,0.69776,0.5064,1.4558,0.74831,2.54984,0.0082477,0.0082477,0.0082477
179,1476.79,0.964,0.82009,1.49025,0.67775,0.7909,0.75305,0.49042,1.4802,0.81013,2.43972,0.0082378,0.0082378,0.0082378
180,1485.24,0.9669,0.84277,1.49358,0.459,0.73333,0.74877,0.48751,1.24411,1.12554,2.22103,0.0082279,0.0082279,0.0082279
